File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
repo_2\src\dump.c,468,20,2,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"    FILE *output = fopen(path, ""w"");",6093e387f06a01c61918e0b89c308bdfd47a39a16ff00a5c330477e7ba180737,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
repo_2\src\error.c,28,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(error->source, ""..."", 3);",2d2dcdc7db32a06dc19d395bc5ad24bd85c431e8bdbdc5f8fdeb18ebb2d88888,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repo_2\src\hashtable.c,216,5,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"    memcpy(pair->key, key, key_len);",67c711d1f8c8d05533756d3811c91a294954b50ef2e3d20e01cf6f265cad356d,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repo_2\src\hashtable.h,28,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char key[1];,ff955644fb0d088241f8e5522bff0853772bf3c5e53ef2cb9e99b4f45a256581,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\src\hashtable_seed.c,63,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char data[sizeof(uint32_t)];,7205e0657c9e9c50cc3d787a72e287fa397eb802b01ec3b7969ac80f2a57a640,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\src\hashtable_seed.c,68,15,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"    urandom = open(""/dev/urandom"", O_RDONLY);",8e284d1cb4db3a3953a5b829255d7d38876213a68dc570c5586b1c94e9854e46,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
repo_2\src\hashtable_seed.c,77,15,2,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"    urandom = fopen(""/dev/urandom"", ""rb"");",d146500e6d161792a862bf076f13f64fbcd131b71384a32d9c1bdaeddec9c463,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
repo_2\src\jansson.h,156,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char source[JSON_ERROR_SOURCE_LENGTH];,9895c2edd1ba9102ee4eaee74ff96a092e8227c9949d40831c93c9bd0ed87d39,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\src\jansson.h,157,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char text[JSON_ERROR_TEXT_LENGTH];,d78e26276b2eb1d62f807ce8062e33737705ad23e2ad763ebc23f136cca2dcd3,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\src\jansson_private.h,31,23,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"#define va_copy(a, b) memcpy(&(a), &(b), sizeof(va_list))",43a0a64f3e41aed011d09ccbb4457bf0fdbc08b3487ef0eb728de5bf97894ac3,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repo_2\src\load.c,57,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char buffer[5];,97ac9c6288948f47efa863e9c19ba51d1bbbaa8e2135bcd840edb79cf8f9dbcb,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\src\load.c,88,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char msg_text[JSON_ERROR_TEXT_LENGTH];,cca60b98612c9fce8301bea5f40efeefd2cd012d85802a6a0a1b505b132966f8,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\src\load.c,89,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char msg_with_context[JSON_ERROR_TEXT_LENGTH];,8b37695ebd83bc8905def0cdbad5a440b10c32a4519e15b04369d8f43333d94b,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\src\load.c,1042,10,2,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"    fp = fopen(path, ""rb"");",574ef7e10ca15f6cad864b17598a085d159952ae04c286a6878f5b0286c7a61e,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
repo_2\src\load.c,1058,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char data[MAX_BUF_LEN];,9292aa334196170283e56b2f665a782902e9e0581210d4e619d24f3d125856f6,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\src\memory.c,55,13,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"            memcpy(newMemory, ptr, (originalSize < newSize) ? originalSize : newSize);",e65f36b6eba2824f31418f70ac80227bf784a1dab2e58fc772d2e8b4dc30821e,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repo_2\src\memory.c,71,5,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"    memcpy(new_str, str, len);",e19a6b78c4a307bf5b2573e697faa9503cc89e5d2235bc5cefcfcd9d8a3bfb64,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repo_2\src\strbuffer.c,81,5,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"    memcpy(strbuff->value + strbuff->length, data, size);",7a580e434776eb615d8fc6cc7ca5e5d2ad20bc7613b9f282713add67d4bcd907,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repo_2\src\strconv.c,25,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char buf[3];,5064802e683ecdba2eb8ac4e02204be4184b54bf992f4e6a1a8b586445f56f12,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\src\strconv.c,26,5,4,2,buffer,sprintf,Does not check for buffer overflows (CWE-120).,"Use sprintf_s, snprintf, or vsnprintf.",Risk is low because the source has a constant maximum length.,CWE-120,"    sprintf(buf, ""%#.0f"", 1.0); // ""1."" in the current locale",e010ebe8f4e0523b81b52a0fe5433bedd12bd4ae93ac70b8c219c68dbc99b6ab,2.0.19,FF1015,https://cwe.mitre.org/data/definitions/120.html
repo_2\src\strconv.c,73,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char digits[25];,bad2c449c5ebbddad197d29396273155a0b33095201795e216fa937c72fce70c,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\src\strconv.c,162,19,4,2,buffer,sprintf,Does not check for buffer overflows (CWE-120).,"Use sprintf_s, snprintf, or vsnprintf.",Risk is low because the source has a constant maximum length.,CWE-120,"        exp_len = sprintf(p, ""%d"", exp);",4b593270b8b396c040f9f154f148b69b429386fcffac8ad30436d8064200e532,2.0.19,FF1015,https://cwe.mitre.org/data/definitions/120.html
repo_2\src\value.c,244,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char loop_key[LOOP_KEY_LEN];,32bcc0a4ccf39578fa049fa4f47d208ede2b8e8ac0fa05424bc2c784e14b625b,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\src\value.c,393,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char loop_key[LOOP_KEY_LEN];,32bcc0a4ccf39578fa049fa4f47d208ede2b8e8ac0fa05424bc2c784e14b625b,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\src\value.c,507,5,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"    memcpy(&dest[dpos], &src[spos], count * sizeof(json_t *));",3cf4a61e7bc91332837461ff1371f0b45a8bea6d9dd445bd917876a08b2b1688,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repo_2\src\value.c,678,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char loop_key[LOOP_KEY_LEN];,32bcc0a4ccf39578fa049fa4f47d208ede2b8e8ac0fa05424bc2c784e14b625b,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\test\bin\json_process.c,95,27,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,            conf.indent = atoi(val);,db05d95b31cfdb22603c8f0138ccf08dde8acd2db27a29ceecd0bfbd48dba862,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
repo_2\test\bin\json_process.c,97,28,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,            conf.compact = atoi(val);,2b9efe8fbde46f8e39b3193e882e60457ea84c27dad65b1d04779488a49867dc,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
repo_2\test\bin\json_process.c,99,33,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,            conf.ensure_ascii = atoi(val);,6a7edd648e148d8467ce2fdbe56199b9e12c7eda9acd2cd559ebe5ede41d5091,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
repo_2\test\bin\json_process.c,101,35,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,            conf.preserve_order = atoi(val);,05ca0df86669654fbad8c4cf39014455c8cedc08eb5b6795db7362c1535791dc,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
repo_2\test\bin\json_process.c,103,30,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,            conf.sort_keys = atoi(val);,5208de68ee7cf649a986520cf05a9d9567a7539feaafb1067027867a14d40068,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
